id,site_ref,schedule_week,schedule_date,job,job_suffix,item,qty,remain_qty,ship_date,eta_date,line,head,cycle_time_h,work_hours_h,start_time,end_time,is_delayed,delay_days,risk_level,line_source,job_type,skip_reason,job_status,tested_qty,wo_total,print_status,unit_price,sales_amount,manual_lock,other_remark,created_at,updated_at
81738,410,2026W27,2026-07-01,J000003208-0000,0000,0140-39369-ICH,1,1,2026-06-25,2026-06-30,Line 07,3,0.298800,0.10,2026-07-06 12:42:00,2026-07-06 12:48:00,1,10.7,风险,系统自动分配,普通工单,,待排产,0,1,打印成功,41.29,41.29,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81383,410,2026W27,2026-07-01,J000003308-0000,0000,0140-84771,9,9,2026-06-25,2026-06-30,Line 02,4,0.024100,0.05,2026-07-02 13:47:00,2026-07-02 13:50:00,1,6.7,风险,系统自动分配,普通工单,,待排产,0,9,打印成功,16.64,149.76,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81454,410,2026W27,2026-07-01,J000003338-0000,0000,853-188261-002-ICH,2,2,2026-06-25,2026-06-30,Line 03,4,0.096000,0.05,2026-07-13 10:16:00,2026-07-13 10:19:00,1,17.6,风险,系统自动分配,普通工单,,待排产,0,2,打印成功,20.16,40.32,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81540,410,2026W27,2026-07-01,J000003339-0000,0000,853-188261-009-ICH,2,2,2026-06-25,2026-06-30,Line 04,4,0.096000,0.05,2026-07-02 10:10:00,2026-07-02 10:13:00,1,6.6,风险,系统自动分配,普通工单,,待排产,0,2,打印成功,20.29,40.58,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81455,410,2026W27,2026-07-01,J000003342-0000,0000,853-188261-002-ICH,1,1,2026-06-25,2026-07-06,Line 03,4,0.096000,0.02,2026-07-13 10:19:00,2026-07-13 10:20:00,1,17.6,风险,系统自动分配,普通工单,,待排产,0,1,打印成功,20.16,20.16,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81742,410,2026W27,2026-07-01,J000003343-0000,0000,0140-39369-ICH,26,26,2026-06-25,2026-07-15,Line 07,3,0.298800,2.59,2026-07-15 09:00:00,2026-07-15 11:35:00,1,19.6,风险,系统自动分配,普通工单,,待排产,0,26,打印成功,32.04,833.04,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81669,410,2026W27,2026-07-01,PA00000342-0000,0000,LB853-494153-004,7,7,2026-06-25,2026-06-30,Line 06,4,0.695192,1.22,2026-07-06 12:06:00,2026-07-06 13:19:00,1,10.7,风险,系统自动分配,普通工单,,待排产,0,7,打印成功,63.10,441.70,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81542,410,2026W27,2026-07-01,J000002967-0000,0000,03-432029-02-TEX,10,10,2026-06-26,2026-06-30,Line 04,4,0.039200,0.10,2026-07-03 09:16:00,2026-07-03 09:22:00,1,6.5,风险,系统自动分配,普通工单,,待排产,0,10,打印成功,33.97,339.70,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81743,410,2026W27,2026-07-01,J000003012-0000,0000,03-429971-02-TEX,1,1,2026-06-26,2026-06-30,Line 07,3,0.231200,0.08,2026-07-15 11:35:00,2026-07-15 11:40:00,1,18.6,风险,系统自动分配,普通工单,,待排产,0,1,打印成功,108.61,108.61,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81744,410,2026W27,2026-07-01,J000003235-0000,0000,0140-23867,10,10,2026-06-26,2026-06-30,Line 07,3,6.370800,21.24,2026-07-15 11:40:00,2026-07-17 10:54:00,1,20.6,风险,系统自动分配,普通工单,,待排产,0,10,打印成功,549.49,5494.90,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81673,410,2026W27,2026-07-01,J000002405-0000,0000,LB853-326822-001,100,100,2026-06-29,,Line 06,4,0.056500,1.41,2026-07-10 09:14:00,2026-07-10 10:39:00,1,10.6,风险,系统自动分配,普通工单,,待排产,0,100,打印成功,18.83,1883.00,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81672,410,2026W27,2026-07-01,J000002809-0000,0000,LB853-A16753-011,10,10,2026-06-29,2026-07-10,Line 06,4,0.092850,0.23,2026-07-10 09:00:00,2026-07-10 09:14:00,1,10.5,风险,系统自动分配,普通工单,,待排产,0,10,打印成功,106.74,1067.40,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81386,410,2026W27,2026-07-01,J000003188-0000,0000,LB853-118291-671,10,10,2026-06-29,2026-06-30,Line 02,4,0.429600,1.07,2026-07-02 14:57:00,2026-07-02 16:01:00,1,2.8,风险,系统自动分配,普通工单,,待排产,0,10,打印成功,286.42,2864.20,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81385,410,2026W27,2026-07-01,J000003351-0000,0000,LA853-258815-002,10,10,2026-06-29,2026-06-30,Line 02,4,0.200400,0.50,2026-07-02 14:27:00,2026-07-02 14:57:00,1,2.7,风险,系统自动分配,普通工单,,待排产,0,10,打印成功,26.68,266.80,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81543,410,2026W27,2026-07-01,J000003353-0000,0000,LA853-250891-001,15,15,2026-06-29,2026-06-30,Line 04,4,0.278667,1.05,2026-07-03 09:22:00,2026-07-03 10:25:00,1,3.6,风险,系统自动分配,普通工单,,待排产,0,15,打印成功,21.32,319.80,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81670,410,2026W27,2026-07-01,PA00000659-0000,0000,LB853-A54036-221,7,7,2026-06-29,,Line 06,4,0.469600,0.82,2026-07-06 13:19:00,2026-07-06 14:08:00,1,6.7,风险,系统自动分配,普通工单,,待排产,0,7,未记录,132.75,929.25,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81456,410,2026W27,2026-07-01,PA00000986-0000,0000,LB853-A54036-006,30,30,2026-06-29,2026-06-30,Line 03,4,0.391200,2.93,2026-07-13 10:20:00,2026-07-13 13:16:00,1,13.7,风险,系统自动分配,普通工单,,待排产,0,30,打印成功,113.47,3404.10,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81807,410,2026W27,2026-07-01,PA00001000-0000,0000,LB853-A02141-001,7,7,2026-06-29,2026-06-30,,0,,0.00,2026-07-01 00:00:00,2026-07-01 00:00:00,0,0.0,,,普通工单,缺单根时间,待排产,0,7,打印成功,46.10,322.70,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81671,410,2026W27,2026-07-01,PA00001003-0000,0000,LB853-A54036-006,5,5,2026-06-29,2026-06-30,Line 06,4,0.391200,0.49,2026-07-06 14:08:00,2026-07-06 14:37:00,1,6.7,风险,系统自动分配,普通工单,,待排产,0,5,打印成功,132.43,662.15,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81286,410,2026W27,2026-07-01,PA00001004-0000,0000,LB853-A54036-001,10,10,2026-06-29,2026-06-30,Line 01,4,0.141176,0.35,2026-07-06 09:34:00,2026-07-06 09:55:00,1,6.5,风险,系统自动分配,普通工单,,待排产,0,10,打印成功,134.64,1346.40,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81287,410,2026W27,2026-07-01,PA00001006-0000,0000,LB853-A54036-006,10,10,2026-06-29,2026-06-30,Line 01,4,0.391200,0.98,2026-07-06 09:55:00,2026-07-06 10:54:00,1,6.6,风险,系统自动分配,普通工单,,待排产,0,10,打印成功,132.43,1324.30,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81395,410,2026W27,2026-07-01,J000001585-0000,0000,853-A78757-001-ICH,1,1,2026-06-30,2026-07-06,Line 02,4,0.844235,0.21,2026-07-06 11:42:00,2026-07-06 11:55:00,1,5.6,风险,系统自动分配,普通工单,,待排产,0,1,未记录,135.99,135.99,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81464,410,2026W27,2026-07-01,J000001949-0000,0000,LA853-258369-001,15,15,2026-06-30,2026-07-15,Line 03,4,0.054389,0.20,2026-07-15 09:00:00,2026-07-15 09:12:00,1,14.5,风险,系统自动分配,普通工单,,待排产,0,15,打印成功,43.40,651.00,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81546,410,2026W27,2026-07-01,J000002143-0000,0000,0140-32873-ICH,3,3,2026-06-30,2026-06-30,Line 04,4,3.962500,2.97,2026-07-03 11:26:00,2026-07-03 14:24:00,1,2.7,风险,系统自动分配,普通工单,,待排产,0,3,打印成功,743.60,2230.80,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81681,410,2026W27,2026-07-01,J000002183-0000,0000,853-A78757-001-ICH,1,1,2026-06-30,2026-07-06,Line 06,4,0.844235,0.21,2026-07-14 12:54:00,2026-07-14 13:07:00,1,13.7,风险,系统自动分配,普通工单,,待排产,0,1,打印成功,135.99,135.99,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81544,410,2026W27,2026-07-01,J000002294-0000,0000,853-256855-001-ICH,1,1,2026-06-30,2026-06-30,Line 04,4,0.110400,0.03,2026-07-03 10:25:00,2026-07-03 10:27:00,1,2.6,风险,系统自动分配,普通工单,,待排产,0,1,打印成功,6.51,6.51,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81457,410,2026W27,2026-07-01,J000002426-0000,0000,0140-32873-ICH,2,2,2026-06-30,,Line 03,4,3.962500,1.98,2026-07-13 13:16:00,2026-07-13 15:15:00,1,12.8,风险,系统自动分配,普通工单,,待排产,0,2,打印成功,909.32,1818.64,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81257,410,2026W27,2026-07-01,J000002821-0000,0000,04-429974-00-TEX,10,10,2026-06-30,2026-06-30,Assembly-1,2,0.119200,0.60,2026-10-12 12:51:00,2026-10-12 13:27:00,1,103.7,风险,固定线体,主工单,,待排产,0,10,打印成功,48.74,487.40,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81607,410,2026W27,2026-07-01,J000002821-0001,0001,03-429970-01-KIT-TEX,10,10,2026-06-30,2026-06-30,Line 05,4,0.080000,0.20,2026-10-10 12:39:00,2026-10-10 12:51:00,1,101.7,风险,系统自动分配,子工单,,待排产,0,10,打印成功,,,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81387,410,2026W27,2026-07-01,J000002821-0002,0002,03-429970-02-KIT-TEX,10,10,2026-06-30,2026-06-30,Line 02,4,0.080000,0.20,2026-07-02 16:01:00,2026-07-02 16:13:00,1,1.8,风险,系统自动分配,子工单,,待排产,0,10,打印成功,,,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81548,410,2026W27,2026-07-01,J000002828-0000,0000,03-406168-00-TEX,10,10,2026-06-30,2026-06-30,Line 04,4,0.139200,0.35,2026-07-03 14:26:00,2026-07-03 14:47:00,1,2.7,风险,系统自动分配,普通工单,,待排产,0,10,打印成功,53.46,534.60,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81463,410,2026W27,2026-07-01,J000002887-0000,0000,LB833-004563-007,100,100,2026-06-30,2026-07-13,Line 03,4,0.092244,2.31,2026-07-13 19:21:00,2026-07-14 10:40:00,1,13.6,风险,系统自动分配,普通工单,,待排产,0,100,未记录,15.89,1589.00,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81746,410,2026W27,2026-07-01,J000002890-0000,0000,LB833-004563-007,100,100,2026-06-30,2026-07-13,Line 07,3,0.092244,3.07,2026-07-17 11:44:00,2026-07-17 14:48:00,1,16.7,风险,系统自动分配,普通工单,,待排产,0,100,未记录,15.89,1589.00,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81291,410,2026W27,2026-07-01,J000002891-0000,0000,LB833-004563-007,100,100,2026-06-30,2026-07-13,Line 01,4,0.092244,2.31,2026-07-13 09:00:00,2026-07-13 11:19:00,1,12.6,风险,系统自动分配,普通工单,,待排产,0,100,未记录,15.89,1589.00,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81678,410,2026W27,2026-07-01,J000002892-0000,0000,LB853-A02072-442,85,85,2026-06-30,2026-06-30,Line 06,4,0.041300,0.88,2026-07-13 09:48:00,2026-07-13 10:41:00,1,12.6,风险,系统自动分配,普通工单,,待排产,0,85,打印成功,29.43,2501.55,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81258,410,2026W27,2026-07-01,J000002972-0000,0000,LB853-272819-026,50,50,2026-06-30,2026-07-06,Assembly-1,2,1.200000,30.00,2026-10-15 13:46:00,2026-10-19 13:46:00,1,110.7,风险,固定线体,主工单,,待排产,0,50,打印成功,1071.38,53569.00,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81679,410,2026W27,2026-07-01,J000002972-0001,0001,LB853-037840-145-KIT,50,50,2026-06-30,2026-07-06,Line 06,4,1.050200,13.13,2026-07-13 10:41:00,2026-07-14 12:49:00,1,13.7,风险,系统自动分配,子工单,,待排产,0,50,打印成功,,,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81393,410,2026W27,2026-07-01,J000002972-0002,0002,LB853-048140-023-KIT,50,50,2026-06-30,2026-07-06,Line 02,4,0.206000,2.57,2026-07-06 09:00:00,2026-07-06 11:34:00,1,5.6,风险,系统自动分配,子工单,,待排产,0,50,打印成功,,,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81611,410,2026W27,2026-07-01,J000002972-0003,0003,LB853-244271-020-KIT,50,50,2026-06-30,2026-07-06,Line 05,4,1.170889,14.64,2026-10-13 10:08:00,2026-10-14 13:46:00,1,105.7,风险,系统自动分配,子工单,,待排产,0,50,打印成功,,,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81459,410,2026W27,2026-07-01,J000002972-0004,0004,LB853-278713-001-KIT,50,50,2026-06-30,2026-07-06,Line 03,4,0.260000,3.25,2026-07-13 15:43:00,2026-07-13 18:58:00,1,12.9,风险,系统自动分配,子工单,,待排产,0,50,打印成功,,,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81550,410,2026W27,2026-07-01,J000002972-0005,0005,LB853-278713-002-KIT,50,50,2026-06-30,2026-07-06,Line 04,4,0.260000,3.25,2026-07-06 09:00:00,2026-07-06 12:15:00,1,5.6,风险,系统自动分配,子工单,,待排产,0,50,打印成功,,,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81290,410,2026W27,2026-07-01,J000002972-0006,0006,LB853-107577-005-KIT,50,50,2026-06-30,2026-07-06,Line 01,4,0.500000,6.25,2026-07-08 11:40:00,2026-07-08 17:55:00,1,7.9,风险,系统自动分配,子工单,,待排产,0,50,打印成功,,,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81289,410,2026W27,2026-07-01,J000002972-0007,0007,LB853-007857-201-KIT,50,50,2026-06-30,2026-07-06,Line 01,4,0.201000,2.51,2026-07-08 09:09:00,2026-07-08 11:40:00,1,7.6,风险,系统自动分配,子工单,,待排产,0,50,打印成功,,,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81551,410,2026W27,2026-07-01,J000003009-0000,0000,LB833-004563-007,100,100,2026-06-30,2026-07-13,Line 04,4,0.092244,2.31,2026-07-13 09:00:00,2026-07-13 11:19:00,1,12.6,风险,系统自动分配,普通工单,,待排产,0,100,未记录,15.89,1589.00,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81610,410,2026W27,2026-07-01,J000003037-0000,0000,0140-23867,10,10,2026-06-30,2026-06-30,Line 05,4,6.370800,15.93,2026-10-10 13:12:00,2026-10-13 10:08:00,1,104.5,风险,系统自动分配,普通工单,,待排产,0,10,打印成功,549.49,5494.90,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81549,410,2026W27,2026-07-01,J000003097-0000,0000,03-426503-01-TEX,20,20,2026-06-30,2026-06-30,Line 04,4,0.116800,0.58,2026-07-03 14:47:00,2026-07-03 15:22:00,1,2.8,风险,系统自动分配,普通工单,,待排产,0,20,打印成功,36.72,734.40,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81390,410,2026W27,2026-07-01,J000003117-0000,0000,0140-19083-ICH,10,10,2026-06-30,2026-06-30,Line 02,4,0.184900,0.46,2026-07-02 16:44:00,2026-07-02 17:12:00,1,1.8,风险,系统自动分配,普通工单,,待排产,0,10,打印成功,35.32,353.20,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81462,410,2026W27,2026-07-01,J000003149-0000,0000,0140-46463-ICH,2,2,2026-06-30,2026-06-30,Line 03,4,0.364000,0.18,2026-07-13 19:10:00,2026-07-13 19:21:00,1,12.9,风险,系统自动分配,普通工单,,待排产,0,2,打印成功,57.85,115.70,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81608,410,2026W27,2026-07-01,J000003151-0000,0000,0140-46462-ICH,1,1,2026-06-30,2026-06-30,Line 05,4,0.291200,0.07,2026-10-10 12:51:00,2026-10-10 12:55:00,1,101.7,风险,系统自动分配,普通工单,,待排产,0,1,打印成功,42.57,42.57,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81677,410,2026W27,2026-07-01,J000003162-0000,0000,LA853-258589-001,10,10,2026-06-30,2026-06-30,Line 06,4,0.039400,0.10,2026-07-13 09:42:00,2026-07-13 09:48:00,1,12.5,风险,系统自动分配,普通工单,,待排产,0,10,打印成功,6.27,62.70,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81552,410,2026W27,2026-07-01,J000003163-0000,0000,LA853-258585-001,10,10,2026-06-30,,Line 04,4,0.398800,1.00,2026-07-13 11:19:00,2026-07-13 12:19:00,1,12.6,风险,系统自动分配,普通工单,,待排产,0,10,打印成功,33.76,337.60,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81675,410,2026W27,2026-07-01,J000003168-0000,0000,LA853-250894-001,10,10,2026-06-30,2026-06-30,Line 06,4,0.330300,0.83,2026-07-11 16:15:00,2026-07-13 09:05:00,1,12.5,风险,系统自动分配,普通工单,,待排产,0,10,打印成功,21.00,210.00,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81465,410,2026W27,2026-07-01,J000003176-0000,0000,LA853-258369-001,15,15,2026-06-30,2026-08-05,Line 03,4,0.054389,0.20,2026-08-05 09:00:00,2026-08-05 09:12:00,1,35.5,风险,系统自动分配,普通工单,,待排产,0,15,打印成功,43.40,651.00,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81674,410,2026W27,2026-07-01,J000003193-0000,0000,853-016825-005-PLS,100,100,2026-06-30,2026-06-30,Line 06,4,0.664000,16.60,2026-07-10 10:39:00,2026-07-11 16:15:00,1,10.8,风险,系统自动分配,普通工单,,待排产,0,100,打印成功,55.91,5591.00,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81466,410,2026W27,2026-07-01,J000003197-0000,0000,LBHRN-109616-B006,2,2,2026-06-30,2026-10-02,Line 03,4,3.597300,1.80,2026-10-08 09:00:00,2026-10-08 10:48:00,1,99.6,风险,系统自动分配,普通工单,,待排产,0,2,打印成功,864.00,1728.00,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81745,410,2026W27,2026-07-01,J000003212-0000,0000,0140-88137,4,4,2026-06-30,2026-07-13,Line 07,3,0.628778,0.84,2026-07-17 10:54:00,2026-07-17 11:44:00,1,16.6,风险,系统自动分配,普通工单,,待排产,0,4,打印成功,83.98,335.92,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81288,410,2026W27,2026-07-01,J000003240-0000,0000,0140-97708-ICH,50,50,2026-06-30,,Line 01,4,1.620339,20.25,2026-07-06 10:54:00,2026-07-08 09:09:00,1,7.5,风险,系统自动分配,普通工单,,待排产,0,50,打印成功,108.33,5416.50,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81682,410,2026W27,2026-07-01,J000003261-0000,0000,853-227067-011-ICH,5,5,2026-06-30,2026-07-13,Line 06,4,0.108800,0.14,2026-07-14 13:07:00,2026-07-14 13:15:00,1,13.7,风险,系统自动分配,普通工单,,待排产,0,5,打印成功,110.55,552.75,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81394,410,2026W27,2026-07-01,J000003262-0000,0000,853-227067-011-ICH,5,5,2026-06-30,2026-07-06,Line 02,4,0.108800,0.14,2026-07-06 11:34:00,2026-07-06 11:42:00,1,5.6,风险,系统自动分配,普通工单,,待排产,0,5,打印成功,305.60,1528.00,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81461,410,2026W27,2026-07-01,J000003263-0000,0000,853-227067-011-ICH,5,5,2026-06-30,2026-07-06,Line 03,4,0.108800,0.14,2026-07-13 19:02:00,2026-07-13 19:10:00,1,12.9,风险,系统自动分配,普通工单,,待排产,0,5,打印成功,305.60,1528.00,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81676,410,2026W27,2026-07-01,J000003270-0000,0000,0140-84174,7,7,2026-06-30,2026-06-30,Line 06,4,0.350500,0.61,2026-07-13 09:05:00,2026-07-13 09:42:00,1,12.5,风险,系统自动分配,普通工单,,待排产,0,7,打印成功,127.50,892.50,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81606,410,2026W27,2026-07-01,J000003273-0000,0000,0150-25034-ICH,3,3,2026-06-30,2026-06-30,Line 05,4,0.130800,0.10,2026-10-10 12:33:00,2026-10-10 12:39:00,1,101.7,风险,系统自动分配,普通工单,,待排产,0,3,打印成功,187.54,562.62,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81605,410,2026W27,2026-07-01,J000003274-0000,0000,0150-25034-ICH,1,1,2026-06-30,2026-06-30,Line 05,4,0.130800,0.03,2026-10-10 12:31:00,2026-10-10 12:33:00,1,101.6,风险,系统自动分配,普通工单,,待排产,0,1,打印成功,187.54,187.54,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81388,410,2026W27,2026-07-01,J000003277-0000,0000,0150-23041-ICH,6,6,2026-06-30,2026-06-30,Line 02,4,0.053600,0.08,2026-07-02 16:13:00,2026-07-02 16:18:00,1,1.8,风险,系统自动分配,普通工单,,待排产,0,6,打印成功,91.71,550.26,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81547,410,2026W27,2026-07-01,J000003292-0000,0000,853-256855-001-ICH,1,1,2026-06-30,2026-06-30,Line 04,4,0.110400,0.03,2026-07-03 14:24:00,2026-07-03 14:26:00,1,2.7,风险,系统自动分配,普通工单,,待排产,0,1,打印成功,6.51,6.51,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81392,410,2026W27,2026-07-01,J000003293-0000,0000,0140-18325-ICH,10,10,2026-06-30,2026-06-30,Line 02,4,4.705882,11.76,2026-07-02 17:13:00,2026-07-03 17:59:00,1,2.9,风险,系统自动分配,普通工单,,待排产,0,10,打印成功,73.18,731.80,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81389,410,2026W27,2026-07-01,J000003302-0000,0000,0150-05119,24,24,2026-06-30,2026-06-30,Line 02,4,0.071694,0.43,2026-07-02 16:18:00,2026-07-02 16:44:00,1,1.8,风险,系统自动分配,普通工单,,待排产,0,24,打印成功,7.39,177.36,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81458,410,2026W27,2026-07-01,J000003323-0000,0000,0150-52879,10,10,2026-06-30,,Line 03,4,0.189400,0.47,2026-07-13 15:15:00,2026-07-13 15:43:00,1,12.8,风险,系统自动分配,普通工单,,待排产,0,10,打印成功,42.14,421.40,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81292,410,2026W27,2026-07-01,J000003326-0000,0000,K50812-001_AY,2,2,2026-06-30,2026-12-28,Line 01,4,0.118400,0.06,2026-12-28 09:00:00,2026-12-28 09:04:00,1,180.5,风险,系统自动分配,普通工单,,待排产,0,2,打印成功,4.34,8.68,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81545,410,2026W27,2026-07-01,J000003330-0000,0000,0150-52879,21,21,2026-06-30,2026-06-30,Line 04,4,0.189400,0.99,2026-07-03 10:27:00,2026-07-03 11:26:00,1,2.6,风险,系统自动分配,普通工单,,待排产,0,21,打印成功,42.14,884.94,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81391,410,2026W27,2026-07-01,J000003346-0000,0000,0150-60445,2,2,2026-06-30,2026-06-30,Line 02,4,0.004900,0.01,2026-07-02 17:12:00,2026-07-02 17:13:00,1,1.8,风险,系统自动分配,普通工单,,待排产,0,2,打印成功,3.91,7.82,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81460,410,2026W27,2026-07-01,J000003348-0000,0000,0620-01330,13,13,2026-06-30,2026-07-06,Line 03,4,0.020168,0.07,2026-07-13 18:58:00,2026-07-13 19:02:00,1,12.9,风险,系统自动分配,普通工单,,待排产,0,13,打印成功,141.36,1837.68,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81680,410,2026W27,2026-07-01,J000003349-0000,0000,0620-01330,15,15,2026-06-30,2026-07-06,Line 06,4,0.020168,0.08,2026-07-14 12:49:00,2026-07-14 12:54:00,1,13.7,风险,系统自动分配,普通工单,,待排产,0,15,打印成功,141.36,2120.40,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81609,410,2026W27,2026-07-01,PA00000910-0000,0000,853-300332-502-PLS,2,2,2026-06-30,,Line 05,4,0.573600,0.29,2026-10-10 12:55:00,2026-10-10 13:12:00,1,101.7,风险,系统自动分配,普通工单,,待排产,0,2,打印成功,84.56,169.12,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81747,410,2026W27,2026-07-01,J000002916-0000,0000,03-389216-00-TEX,2,2,2026-07-01,2026-06-30,Line 07,3,0.136800,0.09,2026-07-17 14:48:00,2026-07-17 14:53:00,1,15.7,风险,系统自动跨线填充(Pass7),普通工单,,待排产,0,2,打印成功,32.53,65.06,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81683,410,2026W27,2026-07-01,PA00000989-0000,0000,853-267001-301-PLS,25,25,2026-07-02,,Line 06,4,0.150400,0.94,2026-07-14 13:15:00,2026-07-14 14:11:00,1,11.7,风险,系统自动跨线填充(Pass7),普通工单,,待排产,0,25,打印成功,29.92,748.00,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81397,410,2026W27,2026-07-01,J000002573-0000,0000,03-377952-03-TEX,10,10,2026-07-03,2026-07-06,Line 02,4,0.224000,0.56,2026-07-06 12:01:00,2026-07-06 12:35:00,1,2.6,风险,系统自动分配,普通工单,,待排产,0,10,打印成功,34.35,343.50,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81754,410,2026W27,2026-07-01,J000002797-0000,0000,03-453060-04-TEX,10,10,2026-07-03,2026-06-30,Line 07,3,0.047200,0.16,2026-07-17 15:34:00,2026-07-17 15:44:00,1,13.8,风险,系统自动跨线填充(Pass7),普通工单,,待排产,0,10,打印成功,24.89,248.90,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81749,410,2026W27,2026-07-01,J000002817-0000,0000,03-388192-09-TEX,10,10,2026-07-03,2026-06-30,Line 07,3,0.039200,0.13,2026-07-17 14:54:00,2026-07-17 15:02:00,1,13.8,风险,系统自动跨线填充(Pass7),普通工单,,待排产,0,10,打印成功,24.36,243.60,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81553,410,2026W27,2026-07-01,J000002820-0000,0000,03-432029-05-TEX,10,10,2026-07-03,2026-06-30,Line 04,4,0.039200,0.10,2026-07-13 12:19:00,2026-07-13 12:25:00,1,9.6,风险,系统自动分配,普通工单,,待排产,0,10,打印成功,33.97,339.70,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81755,410,2026W27,2026-07-01,J000002822-0000,0000,03-453060-05-TEX,10,10,2026-07-03,2026-06-30,Line 07,3,0.047200,0.16,2026-07-17 15:44:00,2026-07-17 15:54:00,1,13.8,风险,系统自动跨线填充(Pass7),普通工单,,待排产,0,10,打印成功,24.89,248.90,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81756,410,2026W27,2026-07-01,J000002823-0000,0000,03-453060-06-TEX,10,10,2026-07-03,2026-06-30,Line 07,3,0.047200,0.16,2026-07-17 15:54:00,2026-07-17 16:04:00,1,13.8,风险,系统自动跨线填充(Pass7),普通工单,,待排产,0,10,打印成功,24.89,248.90,,,2026-07-01 13:22:59,2026-07-01 13:22:59
